type;dwt;year;country;date;price
2;82500;2011;1;14.03.2017;10 000 000
2;93328;2010;1;14.03.2017;15 300 000
2;93328;2010;1;14.03.2017;15 300 000
3;56778;2012;1;20.03.2017;11 750 000
2;74444;2006;1;20.03.2017;8 500 000
3;35177;2013;2;21.03.2017;12 000 000
3;52450;2006;1;21.03.2017;9 250 000
3;55641;2008;3;21.03.2017;12 000 000
3;55730;2006;3;21.03.2017;9 500 000
2;82158;2013;3;21.03.2017;22 000 000
2;82158;2012;3;21.03.2017;21 000 000
2;82158;2012;3;21.03.2017;21 000 000
2;82672;2008;3;21.03.2017;14 750 000
1;179194;2010;2;21.03.2017;26 500 000
1;179200;2012;2;21.03.2017;29 500 000
1;179255;2010;2;21.03.2017;26 500 000
3;56568;2012;1;24.03.2017;11 000 000
2;93236;2010;1;24.03.2017;15 300 000
2;93236;2010;1;24.03.2017;15 300 000
2;93328;2011;1;24.03.2017;16 500 000
2;93328;2011;1;24.03.2017;16 500 000
3;51241;2009;3;27.03.2017;10 000 000
2;74444;2006;1;27.03.2017;8 500 000
2;81682;2014;1;27.03.2017;12 800 000
2;82000;2014;1;27.03.2017;12 800 000
1;179213;2012;2;27.03.2017;32 600 000
3;57012;2009;1;31.03.2017;19 800 000
2;75395;2007;3;31.03.2017;13 800 000
3;38462;2012;3;08.04.2017;15 100 000
3;52544;2005;1;08.04.2017;7 900 000
2;81918;2014;3;08.04.2017;22 300 000
2;93077;2010;1;08.04.2017;16 000 000
1;179558;2011;4;08.04.2017;30 000 000
3;52415;2006;1;23.04.2017;9 600 000
3;57970;2010;1;23.04.2017;12 000 000
3;58018;2011;1;23.04.2017;12 000 000
2;75511;2007;2;23.04.2017;13 500 000
2;75527;2007;2;23.04.2017;13 500 000
2;75744;2005;3;23.04.2017;10 900 000
2;82169;2012;3;23.04.2017;20 600 000
2;91941;2010;2;23.04.2017;17 900 000
3;37138;2011;2;25.04.2017;11 800 000
3;55429;2009;3;25.04.2017;14 500 000
3;55668;2009;3;25.04.2017;14 900 000
2;63276;2016;1;25.04.2017;23 250 000
2;63500;2015;1;25.04.2017;21 750 000
2;75092;2011;1;25.04.2017;12 500 000
2;81346;2012;3;25.04.2017;20 300 000
2;81600;2017;1;25.04.2017;27 000 000
2;81640;2013;2;25.04.2017;23 000 000
2;82129;2014;3;25.04.2017;23 500 000
2;87146;2013;1;25.04.2017;20 100 000
2;87150;2013;1;25.04.2017;20 300 000
1;178132;2010;1;25.04.2017;27 500 000
1;179000;2009;2;25.04.2017;28 000 000
3;38494;2012;3;30.04.2017;15 100 000
3;58717;2009;1;30.04.2017;14 500 000
2;63118;2015;1;30.04.2017;19 800 000
2;76039;2012;1;30.04.2017;16 000 000
2;76602;2005;3;30.04.2017;10 000 000
2;81129;2014;1;30.04.2017;22 500 000
2;81199;2014;1;30.04.2017;22 500 000
1;179147;2009;2;30.04.2017;28 300 000
3;48023;2011;1;02.05.2017;12 000 000
2;76602;2005;3;02.05.2017;10 000 000
2;77171;2009;3;02.05.2017;14 600 000
1;170000;2011;1;02.05.2017;139 400 000
1;179185;2010;2;07.05.2017;28 800 000
3;56023;2006;3;12.05.2017;11 950 000
3;56855;2011;1;15.05.2017;10 800 000
1;178926;2011;2;15.05.2017;31 100 000
3;52454;2005;3;23.05.2017;8 900 000
3;52525;2006;1;23.05.2017;10 300 000
3;53500;2007;3;23.05.2017;9 800 000
2;64000;2016;1;23.05.2017;19 300 000
2;79427;2012;1;23.05.2017;15 000 000
2;79516;2012;1;23.05.2017;15 000 000
1;178896;2012;2;24.05.2017;30 500 000
3;35278;2007;3;30.05.2017;9 200 000
3;35759;2005;3;30.05.2017;7 300 000
2;77171;2009;3;30.05.2017;15 000 000
3;53389;2008;1;05.06.2017;8 200 000
3;35112;2011;1;08.06.2017;6 800 000
3;36839;2011;2;14.06.2017;11 000 000
3;36866;2011;2;14.06.2017;11 000 000
3;56121;2011;3;14.06.2017;15 100 000
3;56582;2011;1;14.06.2017;10 200 000
2;75674;2007;3;14.06.2017;13 000 000
2;82471;2007;3;14.06.2017;13 300 000
2;98681;2011;1;14.06.2017;19 000 000
3;53348;2008;1;20.06.2017;8 000 000
3;55733;2011;3;27.06.2017;13 200 000
3;56453;2012;1;27.06.2017;10 900 000
3;58078;2013;1;27.06.2017;12 500 000
3;58078;2013;1;27.06.2017;12 500 000
1;176460;2012;1;27.06.2017;28 500 000
3;57005;2010;1;03.07.2017;9 750 000
3;57949;2012;1;03.07.2017;15 200 000
3;35283;2006;3;12.07.2017;9 300 000
3;35947;2015;3;12.07.2017;17 000 000
3;37300;2017;1;12.07.2017;20 000 000
3;37300;2017;1;12.07.2017;20 000 000
3;53299;2005;1;12.07.2017;7 500 000
3;57949;2013;1;12.07.2017;16 500 000
3;58120;2012;1;12.07.2017;14 650 000
2;63440;2016;3;12.07.2017;23 500 000
2;82044;2013;1;12.07.2017;15 200 000
2;82062;2013;1;12.07.2017;14 800 000
3;53539;2005;3;17.07.2017;8 000 000
3;55808;2007;3;17.07.2017;11 200 000
1;179905;2011;2;19.07.2017;25 500 000
3;37406;2007;3;31.07.2017;9 300 000
2;81700;2014;1;31.07.2017;14 500 000
2;76553;2008;3;05.08.2017;13 500 000
2;76596;2007;3;05.08.2017;12 700 000
3;53820;2008;1;20.08.2017;9 250 000
3;57000;2011;1;20.08.2017;11 000 000
3;58058;2009;3;20.08.2017;13 800 000
2;81466;2010;3;20.08.2017;18 000 000
2;82026;2013;3;20.08.2017;21 600 000
2;83494;2011;3;20.08.2017;19 200 000
2;93260;2010;1;20.08.2017;15 500 000
1;178978;2010;2;20.08.2017;29 500 000
3;51687;2010;3;23.08.2017;12 000 000
3;55000;2007;1;23.08.2017;9 500 000
3;55699;2006;3;23.08.2017;11 750 000
3;56039;2007;3;23.08.2017;12 500 000
3;57964;2014;1;23.08.2017;17 000 000
3;57964;2014;1;23.08.2017;17 000 000
2;61244;2016;3;23.08.2017;23 500 000
2;61411;2014;3;23.08.2017;18 600 000
2;77430;2006;3;23.08.2017;11 000 000
2;93228;2011;1;23.08.2017;15 800 000
3;56136;2010;3;29.08.2017;14 500 000
3;56500;2012;1;29.08.2017;12 000 000
2;61392;2014;3;29.08.2017;18 600 000
2;63488;2015;1;29.08.2017;20 400 000
2;63493;2015;1;29.08.2017;19 500 000
2;63514;2014;1;29.08.2017;19 000 000
2;63542;2014;1;29.08.2017;19 000 000
2;63570;2015;1;29.08.2017;19 900 000
2;63592;2015;1;29.08.2017;20 200 000
2;75051;2012;3;29.08.2017;18 500 000
2;78888;2008;3;29.08.2017;15 000 000
2;81684;2013;1;29.08.2017;17 000 000
2;81918;2014;3;29.08.2017;22 800 000
2;93077;2010;1;29.08.2017;14 000 000
3;35315;2010;1;31.08.2017;7 800 000
3;35315;2010;1;31.08.2017;7 800 000
3;51687;2010;3;31.08.2017;12 700 000
3;55688;2008;3;31.08.2017;13 000 000
3;37877;2016;1;05.09.2017;16 900 000
3;53463;2009;1;05.09.2017;9 300 000
2;63542;2014;1;05.09.2017;19 000 000
2;76596;2008;3;05.09.2017;13 800 000
1;177173;2007;3;05.09.2017;20 500 000
1;179294;2010;2;05.09.2017;29 750 000
3;56045;2006;3;14.09.2017;11 800 000
3;58693;2009;1;14.09.2017;13 800 000
2;76596;2007;3;14.09.2017;13 700 000
2;83001;2006;3;14.09.2017;14 400 000
3;53389;2010;1;20.09.2017;10 000 000
3;53456;2010;1;20.09.2017;10 500 000
3;56704;2010;1;24.09.2017;10 500 000
3;57000;2010;1;24.09.2017;10 500 000
2;63166;2014;1;24.09.2017;18 600 000
2;63514;2014;1;24.09.2017;19 000 000
2;73901;2005;1;24.09.2017;8 000 000
2;79508;2011;1;24.09.2017;26 800 000
2;81837;2015;3;24.09.2017;24 850 000
2;82188;2012;3;24.09.2017;20 500 000
1;176505;2011;1;24.09.2017;26 000 000
3;37194;2012;2;29.09.2017;12 900 000
3;56788;2008;1;29.09.2017;9 400 000
3;57814;2015;3;29.09.2017;21 000 000
2;76596;2007;3;29.09.2017;14 000 000
2;80594;2012;3;29.09.2017;21 500 000
2;63605;2015;1;02.10.2017;22 750 000
2;63629;2017;1;02.10.2017;25 200 000
2;63650;2016;1;02.10.2017;23 750 000
2;63655;2015;1;02.10.2017;22 700 000
2;63658;2015;1;02.10.2017;22 750 000
2;63679;2017;1;02.10.2017;25 200 000
3;55667;2010;3;23.10.2017;14 800 000
3;57970;2010;1;23.10.2017;10 000 000
3;58749;2008;1;23.10.2017;13 800 000
2;63548;2013;1;23.10.2017;15 500 000
2;75151;2009;1;23.10.2017;14 150 000
2;76117;2013;1;23.10.2017;16 000 000
2;80013;2012;1;23.10.2017;15 100 000
2;81434;2013;2;23.10.2017;21 350 000
2;93236;2010;1;23.10.2017;16 000 000
1;169237;2008;2;23.10.2017;17 800 000
3;50785;2006;1;24.10.2017;6 500 000
3;53000;2012;1;24.10.2017;10 200 000
3;55921;2007;3;24.10.2017;12 500 000
3;56811;2011;1;24.10.2017;12 000 000
3;57000;2012;1;24.10.2017;13 200 000
3;57000;2012;1;24.10.2017;13 200 000
3;55696;2010;3;30.10.2017;14 300 000
3;57000;2012;1;30.10.2017;12 000 000
3;57000;2011;1;30.10.2017;12 000 000
3;57000;2011;1;30.10.2017;12 000 000
2;76520;2005;3;30.10.2017;12 500 000
2;84867;2015;3;30.10.2017;19 600 000
3;37302;2010;1;06.11.2017;9 500 000
3;58096;2010;1;06.11.2017;15 350 000
2;82211;2009;3;06.11.2017;18 200 000
3;55638;2007;3;12.11.2017;12 600 000
2;63514;2014;1;12.11.2017;21 100 000
2;63542;2014;1;12.11.2017;21 200 000
2;63592;2015;1;12.11.2017;22 200 000
3;53351;2007;1;22.11.2017;9 700 000
3;55865;2015;3;22.11.2017;21 100 000
2;81076;2011;2;22.11.2017;20 600 000
2;81499;2015;1;22.11.2017;23 000 000
2;81502;2015;1;22.11.2017;23 000 000
2;81616;2015;1;22.11.2017;23 000 000
2;82000;2014;1;22.11.2017;22 000 000
1;176838;2008;3;22.11.2017;19 500 000
3;52223;2008;3;29.11.2017;11 100 000
3;56019;2006;3;29.11.2017;11 000 000
3;56811;2011;1;29.11.2017;12 000 000
2;76596;2007;3;29.11.2017;13 250 000
2;81508;2009;3;29.11.2017;18 000 000
2;82589;2010;3;29.11.2017;19 300 000
1;178005;2010;1;29.11.2017;24 500 000
1;178031;2009;1;29.11.2017;23 500 000
3;53688;2006;1;30.11.2017;8 300 000
2;61302;2016;1;30.11.2017;25 500 000
1;179448;2010;2;06.12.2017;23 800 000
1;179558;2011;4;06.12.2017;25 500 000
3;37313;2008;3;15.12.2017;10 900 000
3;37393;2013;1;15.12.2017;10 500 000
3;37406;2012;1;15.12.2017;9 500 000
3;53414;2010;1;21.12.2017;9 800 000
3;57000;2011;1;21.12.2017;11 400 000
3;57713;2008;1;21.12.2017;13 800 000
3;58163;2009;1;21.12.2017;14 500 000
3;58223;2012;3;21.12.2017;16 700 000
3;58732;2008;1;21.12.2017;13 500 000
2;63500;2015;1;21.12.2017;21 300 000
2;73901;2005;1;21.12.2017;9 500 000
2;74483;2006;1;21.12.2017;10 700 000
2;75321;2010;2;21.12.2017;8 800 000
1;179558;2011;4;21.12.2017;26 600 000
1;179570;2010;4;21.12.2017;24 300 000
2;79410;2011;1;03.01.2018;14 900 000
3;37426;2007;3;12.01.2018;9 500 000
3;38737;2014;1;12.01.2018;15 000 000
3;52454;2007;3;12.01.2018;13 000 000
3;56573;2013;1;12.01.2018;13 000 000
3;57053;2010;1;12.01.2018;22 000 000
3;58086;2013;3;12.01.2018;17 500 000
3;36746;2012;1;16.01.2018;13 400 000
3;55610;2010;3;16.01.2018;15 500 000
3;58444;2011;2;16.01.2018;29 800 000
2;79501;2012;1;18.01.2018;15 500 000
3;53565;2006;1;19.01.2018;8 500 000
3;55688;2008;3;19.01.2018;12 300 000
3;56629;2012;1;19.01.2018;12 000 000
2;80596;2012;3;19.01.2018;22 500 000
2;82589;2010;3;19.01.2018;19 000 000
1;177489;2006;3;19.01.2018;22 500 000
3;55303;2008;3;23.01.2018;14 000 000
2;74475;2006;1;23.01.2018;22 000 000
3;52900;2006;3;26.01.2018;11 000 000
3;55616;2011;3;26.01.2018;16 300 000
3;56868;2011;1;26.01.2018;11 750 000
2;79410;2011;1;26.01.2018;14 900 000
3;55745;2006;3;31.01.2018;12 000 000
2;114248;2011;1;01.02.2018;41 000 000
3;39300;2018;1;15.02.2018;20 000 000
3;39300;2018;1;15.02.2018;20 000 000
3;56811;2011;1;15.02.2018;12 000 000
3;56854;2011;1;15.02.2018;11 600 000
3;56969;2012;1;15.02.2018;12 100 000
3;57065;2010;1;15.02.2018;13 300 000
3;58679;2008;3;15.02.2018;14 150 000
3;58732;2008;3;15.02.2018;13 800 000
2;76781;2006;3;15.02.2018;13 600 000
2;81585;2015;1;15.02.2018;23 000 000
2;81585;2015;1;15.02.2018;23 000 000
2;92776;2011;1;15.02.2018;17 000 000
2;93260;2010;1;15.02.2018;16 400 000
3;53452;2006;3;07.03.2018;9 300 000
3;56056;2006;3;07.03.2018;12 800 000
3;38709;2015;1;12.03.2018;75 000 000
3;50300;2008;1;12.03.2018;23 500 000
3;57731;2008;1;12.03.2018;14 000 000
2;61491;2016;1;12.03.2018;24 750 000
2;81499;2015;1;12.03.2018;24 000 000
2;81755;2012;1;12.03.2018;18 500 000
2;87052;2005;3;12.03.2018;13 500 000
3;55694;2010;3;26.03.2018;15 000 000
3;56700;2010;1;26.03.2018;11 600 000
3;53297;2011;1;10.04.2018;11 300 000
3;57015;2010;1;10.04.2018;11 300 000
2;75200;2010;1;10.04.2018;14 300 000
1;174142;2007;1;10.04.2018;21 500 000
3;38800;2015;1;17.04.2018;17 200 000
3;53463;2005;3;17.04.2018;10 300 000
3;53463;2008;1;17.04.2018;9 800 000
3;53463;2008;1;17.04.2018;9 800 000
3;56745;2010;1;17.04.2018;50 000 000
3;56811;2011;1;17.04.2018;11 500 000
3;58110;2011;1;17.04.2018;16 300 000
2;76561;2006;3;17.04.2018;14 300 000
2;76633;2005;3;17.04.2018;12 500 000
2;76806;2005;3;17.04.2018;12 600 000
2;76585;2006;3;27.04.2018;13 600 000
2;61286;2015;3;30.04.2018;19 000 000
3;36782;2011;1;10.05.2018;13 000 000
3;36892;2012;2;10.05.2018;41 000 000
3;37302;2010;1;10.05.2018;9 200 000
3;38206;2011;3;10.05.2018;14 200 000
3;55831;2012;3;10.05.2018;17 500 000
3;56568;2012;1;10.05.2018;12 000 000
3;56708;2010;1;10.05.2018;11 100 000
3;57000;2011;1;10.05.2018;11 750 000
3;58018;2010;1;10.05.2018;12 000 000
3;58086;2013;3;10.05.2018;18 500 000
2;79444;2010;1;10.05.2018;14 700 000
2;81887;2005;3;10.05.2018;13 000 000
2;82042;2016;1;10.05.2018;24 400 000
1;177974;2009;1;10.05.2018;26 000 000
3;37296;2008;3;20.05.2018;12 000 000
2;83730;2008;3;20.05.2018;16 500 000
3;37152;2013;1;31.05.2018;14 000 000
3;37152;2013;1;31.05.2018;14 000 000
3;37503;2015;3;31.05.2018;20 500 000
3;53630;2008;1;31.05.2018;9 900 000
2;82000;2016;1;31.05.2018;24 500 000
1;179851;2011;1;31.05.2018;27 500 000
3;56815;2011;1;10.06.2018;11 200 000
2;75610;2014;1;15.06.2018;15 500 000
3;53549;2008;3;21.06.2018;11 500 000
3;56944;2010;1;21.06.2018;11 500 000
3;57005;2010;1;21.06.2018;11 500 000
3;57982;2012;1;21.06.2018;17 500 000
2;60294;2016;3;21.06.2018;27 000 000
2;61556;2014;1;21.06.2018;24 000 000
2;81616;2015;1;21.06.2018;23 800 000
2;82099;2013;3;21.06.2018;22 000 000
3;56823;2009;1;30.06.2018;55 000 000
3;58722;2008;1;30.06.2018;14 000 000
2;63227;2012;1;30.06.2018;19 500 000
2;63227;2012;1;30.06.2018;19 500 000
2;81712;2012;1;30.06.2018;15 500 000
2;82000;2014;1;30.06.2018;23 400 000
3;54051;2008;1;18.07.2018;9 500 000
3;55522;2008;3;18.07.2018;14 200 000
3;55783;2009;1;18.07.2018;12 500 000
3;56024;2006;3;18.07.2018;13 000 000
3;57000;2012;1;18.07.2018;13 000 000
3;57000;2012;1;18.07.2018;13 000 000
2;61258;2015;3;18.07.2018;19 000 000
2;76619;2010;3;18.07.2018;18 000 000
2;81838;2014;1;18.07.2018;14 500 000
2;82031;2016;1;18.07.2018;24 500 000
3;36892;2012;2;30.07.2018;14 000 000
3;53177;2011;1;30.07.2018;11 500 000
3;53193;2010;1;30.07.2018;11 500 000
3;53463;2005;3;30.07.2018;9 800 000
2;63800;2015;1;30.07.2018;21 300 000
2;76596;2007;3;30.07.2018;13 100 000
2;82108;2009;1;30.07.2018;16 500 000
1;179800;2016;2;30.07.2018;49 000 000
1;179800;2016;2;30.07.2018;49 000 000
3;58790;2008;1;31.07.2018;14 000 000
2;82086;2016;1;31.07.2018;24 500 000
3;55657;2009;3;04.08.2018;15 000 000
2;61465;2012;3;04.08.2018;20 000 000
2;98681;2011;1;13.08.2018;21 000 000
3;38800;2017;1;20.08.2018;18 900 000
3;53464;2007;3;20.08.2018;10 500 000
3;56778;2012;1;20.08.2018;13 600 000
3;57700;2011;1;20.08.2018;12 200 000
2;81500;2009;3;20.08.2018;17 900 000
2;81504;2013;1;20.08.2018;17 500 000
2;81563;2012;1;20.08.2018;17 500 000
2;81687;2013;1;20.08.2018;17 500 000
1;179701;2010;2;20.08.2018;27 200 000
2;63562;2013;1;29.08.2018;15 700 000
3;53617;2007;1;04.09.2018;10 100 000
3;57000;2012;1;04.09.2018;12 000 000
2;61654;2011;3;04.09.2018;19 100 000
1;176882;2006;3;04.09.2018;22 000 000
3;58110;2011;1;10.09.2018;16 450 000
2;75409;2013;1;10.09.2018;18 000 000
1;177544;2006;3;10.09.2018;21 000 000
3;56889;2011;1;17.09.2018;12 750 000
2;79516;2012;1;17.09.2018;15 500 000
2;92997;2012;1;17.09.2018;17 000 000
3;38503;2011;3;26.09.2018;12 875 000
3;53549;2007;3;26.09.2018;11 000 000
3;56720;2010;1;26.09.2018;10 300 000
3;56819;2009;1;26.09.2018;9 800 000
3;56819;2009;1;26.09.2018;9 800 000
3;57982;2014;1;26.09.2018;19 700 000
2;80480;2011;2;28.09.2018;18 700 000
3;56812;2009;1;08.10.2018;9 300 000
3;58722;2008;1;08.10.2018;13 100 000
2;63500;2015;1;08.10.2018;22 900 000
2;76633;2005;3;08.10.2018;10 750 000
2;81398;2011;2;08.10.2018;19 000 000
3;55625;2010;3;15.10.2018;15 250 000
3;55874;2011;3;15.10.2018;16 500 000
3;56058;2007;3;15.10.2018;13 600 000
2;74930;2012;3;15.10.2018;18 700 000
2;76606;2009;3;15.10.2018;16 000 000
2;88279;2006;3;15.10.2018;12 500 000
3;56645;2011;1;22.10.2018;23 000 000
3;56651;2011;1;22.10.2018;23 000 000
3;58096;2010;1;22.10.2018;15 250 000
2;63503;2016;3;22.10.2018;26 500 000
3;37426;2007;3;30.10.2018;11 500 000
3;39202;2016;1;30.10.2018;20 000 000
3;52544;2005;3;30.10.2018;10 000 000
3;52950;2009;3;30.10.2018;13 000 000
3;55648;2011;1;30.10.2018;11 500 000
2;60263;2016;3;30.10.2018;26 000 000
2;60263;2016;3;30.10.2018;26 000 000
2;64000;2018;1;30.10.2018;23 500 000
2;81788;2017;3;30.10.2018;30 000 000
2;83601;2010;3;30.10.2018;18 900 000
2;93019;2011;1;30.10.2018;16 700 000
1;169057;2009;2;30.10.2018;20 500 000
1;175243;2011;1;30.10.2018;26 000 000
1;177456;2007;3;30.10.2018;21 000 000
3;53482;2008;3;08.11.2018;11 200 000
3;55477;2009;3;08.11.2018;14 700 000
3;56444;2012;1;08.11.2018;13 100 000
3;58096;2011;1;08.11.2018;16 250 000
2;81507;2012;2;08.11.2018;20 600 000
2;93038;2010;1;08.11.2018;15 500 000
3;35065;2009;3;14.11.2018;11 500 000
3;50790;2009;3;14.11.2018;15 000 000
3;53482;2008;3;14.11.2018;11 850 000
3;55624;2008;3;14.11.2018;13 700 000
3;56011;2005;3;14.11.2018;11 150 000
2;63038;2015;1;14.11.2018;19 800 000
2;75200;2010;1;14.11.2018;11 500 000
2;78819;2008;3;14.11.2018;14 500 000
2;79648;2010;2;14.11.2018;13 100 000
2;81645;2017;3;14.11.2018;30 000 000
1;176952;2009;3;14.11.2018;29 000 000
2;63038;2015;1;26.11.2018;19 750 000
2;75213;2008;1;26.11.2018;11 950 000
2;81336;2012;2;26.11.2018;18 000 000
2;93492;2007;3;26.11.2018;14 500 000
1;178929;2012;2;26.11.2018;32 500 000
3;58689;2012;1;30.11.2018;16 000 000
2;64000;2018;1;30.11.2018;24 200 000
2;82354;2016;3;30.11.2018;28 000 000
3;52224;2008;3;04.12.2018;14 100 000
3;57017;2010;1;04.12.2018;12 300 000
2;63261;2016;1;04.12.2018;24 000 000
2;63266;2016;1;04.12.2018;24 000 000
3;53452;2008;3;07.12.2018;11 300 000
3;58065;2013;1;07.12.2018;17 200 000
3;58698;2012;1;07.12.2018;16 000 000
1;179322;2012;2;07.12.2018;33 000 000
1;179461;2011;2;07.12.2018;33 000 000
1;179469;2011;2;07.12.2018;33 000 000
2;81642;2012;2;14.12.2018;20 500 000
3;55455;2010;3;21.12.2018;14 800 000
3;57001;2011;1;21.12.2018;10 500 000
2;82000;2019;1;07.01.2019;26 500 000
3;56380;2011;1;12.01.2019;12 200 000
3;56780;2011;1;12.01.2019;12 200 000
2;63707;2015;1;12.01.2019;20 300 000
2;82172;2014;3;12.01.2019;24 000 000
3;37718;2016;3;23.01.2019;18 500 000
3;38907;2017;1;23.01.2019;19 500 000
3;40064;2017;1;23.01.2019;19 500 000
3;52300;2005;3;23.01.2019;9 200 000
3;56971;2010;1;23.01.2019;12 400 000
2;61237;2016;3;23.01.2019;24 250 000
2;63500;2013;1;23.01.2019;12 400 000
2;79467;2011;1;23.01.2019;12 100 000
3;37189;2012;2;28.01.2019;12 600 000
2;93236;2010;1;28.01.2019;14 900 000
2;62472;2017;3;02.02.2019;26 500 000
3;56774;2011;1;09.02.2019;12 750 000
3;55430;2008;3;16.02.2019;12 000 000
2;61208;2015;3;16.02.2019;25 000 000
2;76469;2005;3;16.02.2019;8 400 000
2;76596;2006;3;16.02.2019;9 500 000
2;95695;2011;3;16.02.2019;17 000 000
3;36612;2012;1;27.02.2019;12 500 000
3;56819;2009;1;27.02.2019;9 000 000
2;61272;2016;3;27.02.2019;23 000 000
2;61255;2016;3;28.02.2019;22 600 000
2;76801;2006;3;28.02.2019;10 600 000
2;84867;2015;3;28.02.2019;21 400 000
3;55525;2009;3;09.03.2019;13 500 000
3;56056;2006;3;09.03.2019;10 900 000
3;56501;2013;1;09.03.2019;11 800 000
3;57450;2013;1;09.03.2019;11 800 000
3;58092;2010;1;09.03.2019;14 200 000
3;58713;2010;3;09.03.2019;14 000 000
2;79343;2015;1;09.03.2019;15 500 000
2;79489;2015;1;09.03.2019;15 500 000
2;81458;2015;1;09.03.2019;16 000 000
3;58110;2011;1;15.03.2019;14 500 000
3;58785;2007;1;15.03.2019;11 700 000
2;62472;2017;3;15.03.2019;25 000 000
2;76554;2008;3;15.03.2019;12 000 000
2;76728;2005;3;15.03.2019;9 850 000
3;36599;2011;1;20.03.2019;11 500 000
3;37349;2015;1;20.03.2019;15 000 000
3;37349;2015;1;20.03.2019;15 000 000
3;56014;2008;3;20.03.2019;12 800 000
3;56899;2010;1;20.03.2019;9 800 000
3;57000;2008;1;20.03.2019;8 200 000
2;81070;2014;3;20.03.2019;23 750 000
3;57000;2009;1;29.03.2019;9 200 000
2;62472;2018;3;29.03.2019;26 500 000
2;76585;2006;3;29.03.2019;9 750 000
3;55498;2009;3;08.04.2019;13 100 000
3;56128;2012;3;08.04.2019;15 300 000
3;56815;2012;1;08.04.2019;10 600 000
3;57729;2008;1;08.04.2019;13 000 000
3;58710;2006;3;08.04.2019;10 700 000
2;63073;2016;1;12.04.2019;24 200 000
2;63629;2017;1;12.04.2019;21 000 000
2;63679;2017;1;12.04.2019;21 000 000
3;56889;2011;1;25.04.2019;10 600 000
2;63038;2015;1;25.04.2019;18 500 000
2;63518;2014;1;25.04.2019;18 500 000
2;74748;2006;1;25.04.2019;8 200 000
2;76596;2006;3;25.04.2019;9 200 000
2;87052;2005;3;25.04.2019;9 100 000
3;56563;2010;1;30.04.2019;10 300 000
3;53503;2007;3;02.05.2019;10 500 000
3;53360;2010;1;08.05.2019;9 700 000
3;55411;2008;3;08.05.2019;12 600 000
3;55866;2007;3;08.05.2019;12 000 000
3;56563;2010;1;08.05.2019;10 300 000
3;57075;2011;1;08.05.2019;9 000 000
2;63800;2019;1;08.05.2019;22 500 000
2;63800;2019;1;08.05.2019;22 500 000
2;74143;2005;3;08.05.2019;8 300 000
2;76629;2006;3;08.05.2019;10 600 000
3;37322;2007;3;11.05.2019;10 200 000
3;56838;2010;1;11.05.2019;10 100 000
2;74143;2005;3;11.05.2019;8 200 000
2;78821;2009;3;18.05.2019;13 800 000
2;78821;2009;3;18.05.2019;13 800 000
3;37349;2015;3;23.05.2019;14 400 000
3;37349;2015;3;23.05.2019;14 400 000
3;53622;2005;1;31.05.2019;7 700 000
3;56056;2006;3;31.05.2019;10 900 000
3;57021;2010;1;31.05.2019;9 850 000
2;76629;2006;3;31.05.2019;10 700 000
2;76752;2005;3;31.05.2019;9 100 000
2;77095;2014;3;31.05.2019;14 500 000
3;55651;2009;3;06.06.2019;13 100 000
2;63064;2014;1;06.06.2019;19 500 000
2;82177;2011;1;06.06.2019;17 700 000
3;55638;2009;3;10.06.2019;13 100 000
3;58736;2009;1;10.06.2019;13 300 000
2;82740;2012;2;10.06.2019;18 000 000
2;93272;2010;1;10.06.2019;13 800 000
3;50633;2011;3;22.06.2019;11 800 000
2;81955;2014;3;22.06.2019;23 000 000
2;92500;2010;1;22.06.2019;13 200 000
3;36056;2015;1;30.06.2019;12 500 000
3;56925;2011;1;30.06.2019;10 800 000
2;76523;2009;3;30.06.2019;13 100 000
2;76596;2007;3;30.06.2019;11 500 000
3;56722;2010;1;04.07.2019;10 500 000
3;56812;2012;1;04.07.2019;10 800 000
3;57000;2012;1;04.07.2019;10 800 000
3;58738;2011;1;04.07.2019;14 000 000
2;115340;2012;1;08.07.2019;15 500 000
2;63038;2015;1;15.07.2019;17 700 000
2;76596;2005;3;15.07.2019;8 500 000
2;79343;2015;1;15.07.2019;15 000 000
2;79489;2015;1;15.07.2019;15 000 000
2;81458;2015;1;15.07.2019;15 000 000
2;83007;2006;3;15.07.2019;12 500 000
2;92859;2013;1;15.07.2019;15 000 000
2;95768;2013;3;15.07.2019;20 100 000
2;115340;2012;1;15.07.2019;15 500 000
3;37052;2014;3;21.07.2019;15 200 000
3;51725;2009;3;21.07.2019;9 500 000
3;57334;2011;2;21.07.2019;11 000 000
2;75750;2008;1;21.07.2019;10 300 000
3;53464;2007;3;27.07.2019;10 100 000
3;57374;2011;2;27.07.2019;11 000 000
2;61269;2016;3;27.07.2019;24 000 000
2;63301;2012;1;27.07.2019;16 600 000
2;63301;2012;1;27.07.2019;16 900 000
2;76585;2006;3;27.07.2019;9 600 000
2;81895;2016;1;27.07.2019;14 300 000
2;82293;2015;3;27.07.2019;23 800 000
2;82740;2012;2;27.07.2019;19 000 000
3;53549;2008;3;03.08.2019;10 500 000
3;56956;2009;1;03.08.2019;9 000 000
3;57982;2010;1;03.08.2019;13 000 000
3;58630;2012;3;03.08.2019;16 200 000
2;82849;2005;3;03.08.2019;11 500 000
3;55309;2007;3;10.08.2019;12 100 000
3;56034;2005;3;10.08.2019;9 900 000
3;56835;2010;1;10.08.2019;10 200 000
3;58175;2014;3;10.08.2019;19 300 000
